Co,O,Ni,Gd
17877,2265,32415,20
17647,2270,32479,19
17368,2280,32535,18
17124,2293,32601,16
16878,2292,32650,15
16636,2307,32710,13
16401,2325,32766,17
16201,2318,32831,21
15930,2336,32885,23
15689,2348,32927,25
15447,2362,33001,27
15251,2366,33063,30
14935,2375,33107,33
14718,2385,33167,37
14502,2394,33243,42
14217,2403,33281,50
13991,2424,33359,55
13764,2434,33386,61
13534,2459,33448,65
13549,2443,33426,65
13723,2420,33341,61
13907,2432,33250,55
14119,2420,33156,46
14292,2415,33075,40
14479,2420,32988,34
14659,2421,32872,32
14877,2413,32788,30
15075,2405,32717,27
15230,2396,32619,23
15458,2410,32526,17
15640,2405,32453,11
15817,2414,32376,4
16030,2401,32267,0
16216,2407,32180,0
16392,2406,32077,0
16617,2409,31978,0
16820,2411,31897,0
17000,2413,31818,0
17193,2416,31736,0
17334,2439,31695,0
17261,2477,31747,0
17233,2535,31838,0
17202,2608,31927,0
17157,2675,32004,0
17132,2729,32090,0
17110,2824,32175,0
17075,2887,32260,0
17057,2971,32335,0
17019,3023,32413,0
16992,3111,32487,0
16963,3174,32566,0
16934,3248,32627,0
16904,3324,32726,0
16883,3396,32810,0
16841,3463,32894,0
16816,3549,32965,0
16780,3617,33048,0
16768,3687,33125,0
16738,3771,33222,0
16762,3856,33292,0
16571,3755,33362,0
16452,3713,33439,0
16288,3680,33502,0
16151,3647,33559,0
16034,3617,33630,0
15888,3581,33714,0
15758,3553,33789,0
15623,3527,33827,0
15496,3495,33904,0
15342,3456,33965,0
15203,3434,34018,0
15076,3407,34090,0
14923,3384,34167,4
14787,3348,34234,7
14689,3314,34290,10
14531,3293,34361,13
14403,3282,34430,15
14290,3254,34503,17
14167,3236,34564,20
14022,3247,34636,21
14115,3238,34633,20
14378,3251,34613,18
14642,3297,34548,17
14898,3331,34527,15
15116,3355,34497,12
15394,3393,34462,9
15636,3423,34423,6
15866,3477,34401,2
16146,3513,34355,0
16389,3545,34311,0
16620,3585,34281,0
16875,3631,34253,0
17128,3664,34228,0
17368,3712,34184,0
17616,3756,34156,0
17910,3800,34115,0
18149,3842,34080,0
18371,3890,34044,0
18653,3936,34013,0
18889,4009,33967,0
19070,4069,33968,0
19003,4079,34004,0
18936,4097,34069,0
18884,4123,34087,0
18825,4167,34143,0
18799,4201,34190,0
18726,4224,34229,0
18681,4259,34273,0
18594,4311,34330,0
18558,4341,34358,0
18501,4372,34400,0
18451,4418,34432,0
18406,4449,34499,0
18349,4484,34535,0
18289,4522,34584,0
18235,4577,34623,0
18183,4615,34653,0
18137,4643,34708,0
18076,4705,34763,0
18037,4754,34810,0
18050,4848,34858,0
17984,4774,34986,0
18004,4822,35153,0
18048,4889,35305,0
18064,4964,35460,0
18134,5053,35632,0
18156,5130,35783,0
18185,5204,35947,0
18246,5288,36119,0
18289,5359,36256,0
18310,5433,36410,0
18362,5519,36558,0
18396,5617,36715,0
18433,5684,36871,0
18477,5759,37009,0
18520,5840,37213,0
18545,5930,37369,0
18594,6013,37487,0
18638,6102,37675,0
18671,6182,37815,0
18740,6304,37964,0
18789,6304,37970,0
18849,6268,37912,0
18889,6275,37855,0
18931,6265,37798,0
19003,6249,37740,0
19050,6236,37664,0
19084,6225,37601,0
19151,6213,37533,0
19214,6198,37495,0
19269,6189,37428,0
19325,6185,37359,0
19377,6189,37310,0
19436,6156,37246,0
19488,6164,37176,0
19574,6149,37106,0
19626,6141,37058,0
19695,6143,36988,0
19748,6130,36938,0
19788,6134,36854,0
19878,6139,36795,0
19968,6163,36759,0
20110,6023,36747,0
20204,5944,36753,0
20324,5868,36771,0
20450,5785,36776,0
20561,5698,36801,0
20681,5640,36801,0
20817,5561,36768,0
20923,5500,36774,0
21031,5414,36778,0
21129,5337,36778,0
21275,5263,36772,0
21380,5195,36785,0
21492,5135,36796,0
21632,5059,36801,0
21730,4992,36809,0
21856,4914,36799,0
21992,4845,36798,0
22104,4795,36784,0
22229,4733,36790,0
22420,4727,36805,0
22034,4768,36766,0
21807,4876,36730,0
21555,4988,36704,0
21272,5122,36661,0
21035,5233,36647,0
20792,5368,36616,0
20515,5512,36593,0
20283,5628,36548,0
20020,5769,36528,0
19797,5859,36487,0
19511,6006,36460,0
19283,6120,36426,0
19038,6247,36411,0
18751,6405,36381,0
18516,6519,36347,0
18294,6637,36315,0
18016,6781,36288,0
17774,6918,36260,0
17553,7027,36225,0
17319,7199,36191,0
17337,7144,36263,0
17441,7051,36334,0
17604,6958,36413,0
17759,6858,36521,0
17870,6754,36614,0
17994,6662,36703,0
18169,6567,36816,0
18304,6465,36879,0
18431,6385,36979,0
18606,6274,37067,0
18718,6205,37129,0
18846,6108,37231,0
18994,6009,37317,0
19145,5895,37407,0
19288,5819,37485,0
19392,5732,37599,0
19568,5639,37693,0
19710,5557,37747,0
19833,5459,37842,0
19994,5390,37946,0
20090,5452,37962,0
20257,5698,37898,0
20415,5980,37839,0
20635,6284,37774,0
20789,6561,37708,0
20958,6852,37659,0
21183,7174,37577,0
21338,7444,37539,0
21520,7722,37470,0
21708,8038,37407,0
21881,8330,37345,0
22049,8603,37298,0
22225,8880,37227,0
22409,9211,37168,0
22593,9499,37118,0
22755,9759,37052,0
22963,10080,37001,0
23132,10374,36916,0
23304,10671,36860,0
23502,11010,36805,0
23682,11261,36749,0
23877,11059,36727,0
24084,10893,36684,0
24301,10708,36634,0
24508,10551,36608,0
24700,10392,36570,0
24902,10198,36526,0
25147,10033,36502,0
25308,9892,36471,0
25541,9698,36420,0
25748,9549,36403,0
25945,9404,36356,0
26147,9245,36321,0
26371,9074,36268,0
26582,8889,36253,0
26768,8750,36216,0
27000,8566,36167,0
27218,8415,36153,0
27403,8267,36099,0
27648,8073,36070,0
27853,7958,36042,0
27837,7868,36043,0
27803,7766,36055,0
27754,7660,36056,0
27713,7594,36075,0
27682,7516,36092,0
27639,7407,36129,0
27602,7351,36122,0
27579,7291,36142,0
27501,7196,36157,0
27495,7118,36165,0
27456,7062,36175,0
27429,6977,36186,0
27379,6919,36197,0
27339,6842,36224,0
27308,6762,36242,0
27257,6681,36277,0
27241,6614,36277,0
27196,6555,36279,0
27139,6475,36296,0
27125,6417,36320,0
27007,6496,36353,0
26810,6785,36368,0
26562,7107,36426,0
26352,7379,36464,0
26158,7663,36484,0
25903,7991,36545,0
25727,8277,36574,0
25505,8559,36606,0
25279,8905,36638,0
25065,9168,36677,0
24843,9459,36714,0
24672,9744,36750,0
24424,10068,36773,0
24219,10345,36819,0
24030,10622,36855,0
23765,10993,36891,0
23587,11258,36926,0
23362,11548,36962,0
23142,11898,37024,0
22943,12189,37054,0
22812,12415,37095,0
22684,12277,37186,0
22622,12158,37266,0
22579,12069,37364,0
22547,11971,37447,0
22482,11867,37557,0
22431,11772,37636,0
22389,11683,37700,0
22347,11573,37818,0
22301,11497,37903,0
22245,11398,37986,0
22188,11307,38062,0
22148,11188,38172,0
22118,11098,38256,0
22061,11020,38337,0
21985,10929,38428,0
21952,10822,38502,0
21897,10732,38583,0
21864,10634,38691,0
21800,10536,38789,0
21779,10461,38863,0
21751,10536,38877,0
21775,10642,38853,0
21794,10723,38839,0
21785,10825,38824,0
21806,10934,38818,0
21824,11016,38800,0
21844,11120,38800,0
21843,11212,38790,0
21865,11313,38791,0
21868,11407,38763,0
21888,11488,38745,0
21895,11606,38732,0
21904,11709,38732,0
21913,11798,38722,0
21958,11903,38712,0
21950,12008,38679,0
21962,12091,38655,0
21986,12225,38646,0
21993,12307,38659,0
22021,12390,38648,0
22350,12593,38588,0
22869,12854,38536,0
23362,13121,38454,0
23847,13383,38376,0
24444,13677,38295,0
24926,13945,38229,0
25413,14232,38169,0
25992,14550,38081,0
26491,14799,38014,0
26982,15083,37941,0
27565,15372,37865,0
28060,15645,37787,0
28565,15926,37729,0
29058,16187,37673,0
29625,16504,37590,0
30140,16783,37512,0
30621,17036,37440,0
31208,17345,37369,0
31710,17637,37301,0
32203,17921,37230,0
32548,18179,37202,0
32329,18192,37294,0
32149,18219,37379,0
31951,18266,37486,0
31737,18292,37572,0
31552,18342,37684,0
31355,18365,37768,0
31140,18431,37864,0
30952,18478,37973,0
30775,18515,38076,0
30525,18546,38172,0
30344,18601,38258,0
30163,18629,38345,0
29982,18664,38441,0
29752,18707,38562,0
29581,18758,38656,0
29373,18796,38737,0
29152,18850,38829,0
28969,18892,38940,0
28774,18920,39049,0
28561,19029,39159,0
28691,18771,39184,0
28859,18587,39199,0
29001,18360,39226,0
29181,18137,39255,0
29315,17945,39267,0
29469,17748,39312,0
29634,17520,39346,0
29807,17311,39366,0
29953,17116,39383,0
30144,16895,39421,0
30282,16691,39437,0
30424,16502,39479,0
30578,16304,39503,0
30758,16070,39541,0
30905,15869,39564,0
31061,15675,39592,0
31241,15440,39609,0
31375,15263,39644,0
31554,15060,39677,0
31723,14880,39686,0
31832,14825,39648,0
31900,14856,39561,0
31943,14899,39469,0
32042,14964,39381,0
32142,15002,39279,0
32195,15056,39193,0
32256,15117,39094,0
32345,15156,39012,0
32406,15198,38917,0
32482,15260,38801,0
32578,15307,38729,0
32641,15369,38647,0
32714,15404,38569,0
32788,15470,38442,0
32865,15530,38347,0
32941,15581,38258,0
33030,15639,38188,0
33105,15676,38103,0
33181,15725,38006,0
33266,15809,37909,0
33353,15875,37869,0
33472,16015,37917,0
33597,16135,38000,0
33746,16316,38065,0
33867,16445,38133,0
33993,16580,38189,0
34142,16750,38282,0
34278,16896,38349,0
34386,17030,38401,0
34540,17207,38473,0
34668,17376,38529,0
34803,17504,38600,0
34927,17647,38670,0
35089,17816,38769,0
35193,17957,38820,0
35314,18104,38879,0
35486,18274,38932,0
35605,18434,39015,0
35742,18558,39057,0
35881,18742,39147,0
36047,18921,39226,0
35964,18941,39144,0
35915,18998,39072,0
35856,19063,38972,0
35816,19118,38888,0
35774,19186,38816,0
35707,19257,38722,0
35675,19302,38629,0
35604,19385,38546,0
35565,19437,38466,0
35505,19500,38391,0
35459,19572,38306,0
35417,19631,38226,0
35360,19713,38137,0
35318,19757,38066,0
35268,19833,37984,0
35203,19903,37886,0
35170,19955,37800,0
35127,20020,37723,0
35068,20110,37626,0
35004,20176,37553,0
34755,20080,37570,0
34282,19923,37628,0
33917,19772,37682,0
33518,19618,37753,0
33133,19483,37811,0
32678,19307,37855,0
32290,19162,37902,0
31894,19004,37951,0
31450,18841,38024,0
31054,18694,38071,0
30661,18556,38112,0
30210,18393,38163,0
29832,18240,38220,0
29453,18099,38266,0
29055,17939,38331,0
28600,17777,38389,0
28209,17634,38449,0
27826,17493,38483,0
27374,17323,38553,0
26986,17203,38600,0
26864,17201,38633,0
27332,17521,38647,0
27694,17839,38648,0
28106,18131,38656,0
28514,18440,38666,0
28952,18798,38678,0
29350,19087,38695,0
29750,19406,38689,0
30218,19749,38697,0
30604,20064,38691,0
31004,20368,38682,0
31454,20728,38711,0
31860,21021,38702,0
32262,21329,38713,0
32648,21647,38708,0
33097,21997,38735,0
33482,22325,38750,0
33873,22610,38762,0
34352,22963,38762,0
34735,23301,38750,0
35154,23622,38776,0
35098,23842,38654,0
35069,24046,38550,0
35039,24241,38475,0
34989,24460,38385,0
34995,24694,38292,0
34925,24890,38208,0
34929,25096,38098,0
34902,25339,38005,0
34849,25528,37906,0
34823,25746,37840,0
34803,25992,37727,0
34760,26201,37630,0
34759,26406,37542,0
34720,26613,37429,0
34678,26846,37342,0
34645,27052,37244,0
34613,27261,37150,0
34579,27490,37054,0
34578,27702,36964,0
34513,27895,36881,0
34815,27979,36870,0
35114,28004,36933,0
35424,28036,36979,0
35749,28058,37037,0
36144,28094,37085,0
36461,28117,37147,0
36752,28137,37194,0
37128,28174,37247,0
37470,28215,37302,0
37780,28220,37350,0
38156,28265,37390,0
38472,28305,37435,0
38791,28329,37489,0
39104,28353,37538,0
39477,28386,37595,0
39802,28396,37623,0
40124,28437,37697,0
40492,28470,37733,0
40819,28514,37812,0
41129,28513,37853,0
41016,28493,37893,0
40401,28367,37942,0
39757,28257,37961,0
39137,28153,37989,0
38362,28040,38011,0
37733,27918,38050,0
37076,27796,38101,0
36347,27661,38127,0
35703,27571,38158,0
35084,27445,38186,0
34309,27324,38213,0
33677,27226,38234,0
33044,27110,38282,0
32408,27010,38320,0
31661,26867,38332,0
31021,26771,38366,0
30383,26662,38391,0
29631,26527,38420,0
28992,26410,38465,0
28344,26305,38500,0
27750,26227,38520,0
27923,26279,38524,0
28127,26330,38526,0
28313,26397,38530,0
28527,26475,38546,0
28719,26532,38523,0
28877,26602,38543,0
29119,26689,38536,0
29293,26768,38549,0
29487,26811,38561,0
29694,26889,38556,0
29885,26960,38557,0
30087,27010,38560,0
30274,27076,38541,0
30488,27137,38562,0
30679,27206,38561,0
30838,27274,38567,0
31088,27340,38560,0
31272,27424,38568,0
31475,27493,38569,0
31686,27566,38560,0
32100,27338,38580,0
32606,27058,38573,0
33112,26773,38582,0
33701,26454,38614,0
34193,26171,38604,0
34696,25894,38616,0
35240,25561,38608,0
35737,25278,38610,0
36249,25009,38630,0
36818,24685,38633,0
37320,24405,38633,0
37813,24131,38641,0
38381,23807,38637,0
38877,23524,38644,0
39372,23229,38661,0
39883,22949,38669,0
40468,22637,38662,0
40945,22356,38660,0
41446,22074,38670,0
42026,21755,38687,0
42060,21857,38721,0
41622,22363,38773,0
41117,22951,38859,0
40695,23449,38928,0
40253,23946,38978,0
39846,24452,39043,0
39350,25057,39116,0
38932,25540,39193,0
38495,26041,39248,0
38019,26630,39331,0
37570,27123,39388,0
37148,27649,39443,0
36648,28216,39529,0
36228,28706,39589,0
35777,29207,39655,0
35358,29712,39729,0
34869,30301,39794,0
34436,30794,39878,0
34011,31306,39933,0
33517,31890,40017,0
33151,32315,40063,0
33142,32303,39968,0
33097,32329,39877,0
33082,32336,39809,0
33051,32358,39720,0
33021,32380,39644,0
32984,32395,39555,0
32971,32388,39484,0
32939,32394,39422,0
32923,32407,39336,0
32901,32420,39256,0
32866,32427,39181,0
32816,32448,39080,0
32800,32449,39001,0
32781,32487,38934,0
32749,32449,38845,0
32720,32478,38767,0
32684,32485,38682,0
32692,32498,38605,0
32645,32504,38523,0
32634,32533,38455,0
32632,32418,38570,0
32613,32279,38758,0
32599,32134,38922,0
32600,32000,39076,0
32580,31887,39240,0
32579,31739,39435,0
32554,31611,39584,0
32553,31473,39757,0
32543,31324,39937,0
32541,31188,40104,0
32525,31084,40278,0
32526,30908,40459,0
32523,30786,40623,0
32503,30674,40778,0
32501,30545,40944,0
32483,30394,41134,0
32476,30247,41312,0
32483,30129,41449,0
32465,29970,41634,0
32480,29853,41797,0
32786,29831,41804,0
33530,29964,41662,0
34177,30076,41523,0
34842,30181,41381,0
35488,30300,41260,0
36237,30428,41127,0
36889,30541,40981,0
37539,30659,40856,0
38320,30790,40697,0
38949,30890,40579,0
39614,31000,40422,0
40371,31146,40278,0
41027,31262,40140,0
41666,31366,39992,0
42311,31479,39866,0
43063,31596,39714,0
43727,31699,39568,0
44386,31834,39459,0
45135,31954,39280,0
45802,32067,39161,0
46208,32164,39045,0
45340,32214,39058,0
44551,32248,39087,0
43812,32266,39111,0
43061,32288,39133,0
42167,32344,39153,0
41388,32380,39175,0
40627,32416,39181,0
39772,32439,39205,0
38982,32484,39222,0
38244,32521,39250,0
37356,32568,39264,0
36579,32586,39274,0
35836,32615,39303,0
35055,32665,39315,0
34158,32692,39345,0
33411,32735,39369,0
32666,32767,39388,0
31767,32807,39409,0
31027,32827,39429,0
30290,32873,39436,0
30470,33094,39430,0
30783,33325,39405,0
31134,33534,39372,0
31466,33771,39366,0
31873,34023,39329,0
32219,34230,39321,0
32553,34461,39308,0
32946,34711,39282,0
33275,34950,39256,0
33629,35167,39252,0
34013,35419,39237,0
34344,35635,39218,0
34695,35856,39190,0
35079,36125,39166,0
35426,36324,39144,0
35750,36561,39130,0
36092,36775,39103,0
36487,37037,39092,0
36833,37252,39066,0
37165,37473,39069,0
37334,37495,39060,0
37317,37349,39075,0
37294,37220,39080,0
37269,37034,39109,0
37242,36911,39108,0
37240,36761,39133,0
37233,36625,39144,0
37214,36452,39155,0
37179,36311,39172,0
37180,36171,39179,0
37153,36000,39206,0
37129,35849,39205,0
37104,35715,39241,0
37080,35540,39242,0
37078,35412,39248,0
37061,35269,39280,0
37029,35136,39300,0
37043,34964,39318,0
37009,34815,39320,0
36985,34674,39329,0
37051,34558,39394,0
37190,34593,39511,0
37353,34626,39614,0
37547,34667,39737,0
37730,34703,39856,0
37894,34733,39965,0
38046,34755,40055,0
38255,34816,40193,0
38411,34840,40312,0
38570,34881,40428,0
38749,34910,40543,0
38934,34954,40682,0
39103,34982,40764,0
39266,35032,40909,0
39460,35057,41005,0
39630,35088,41112,0
39777,35127,41222,0
39979,35169,41349,0
40137,35195,41464,0
40301,35239,41576,0
40513,35279,41711,0
40223,35356,41644,0
39958,35406,41581,0
39631,35466,41510,0
39363,35543,41449,0
39079,35610,41378,0
38816,35681,41311,0
38513,35755,41260,0
38224,35830,41183,0
37964,35889,41117,0
37648,35962,41042,0
37367,36021,40982,0
37093,36089,40911,0
36795,36176,40823,0
36509,36252,40765,0
36245,36302,40708,0
35965,36369,40651,0
35662,36454,40566,0
35390,36519,40518,0
35122,36566,40443,0
34797,36670,40376,0
35165,36656,40409,0
35831,36655,40499,0
36637,36627,40607,0
37313,36621,40713,0
37990,36607,40817,0
38689,36593,40913,0
39479,36574,41015,0
40151,36559,41113,0
40836,36534,41190,0
41626,36547,41301,0
42308,36536,41390,0
42979,36510,41480,0
43777,36478,41622,0
44467,36466,41704,0
45135,36465,41787,0
45838,36463,41886,0
46625,36447,41978,0
47301,36420,42089,0
47988,36414,42174,0
48778,36371,42288,0
49245,36363,42355,0
49265,36330,42384,0
49289,36279,42411,0
49314,36240,42430,0
49333,36208,42431,0
49365,36138,42451,0
49384,36103,42475,0
49422,36064,42500,0
49458,36020,42509,0
49473,35966,42546,0
49494,35953,42562,0
49519,35887,42587,0
49546,35855,42598,0
49560,35787,42625,0
49615,35768,42630,0
49641,35709,42655,0
49672,35658,42671,0
49681,35624,42702,0
49718,35574,42713,0
49745,35545,42744,0
49774,35499,42780,0
49816,36027,42581,0
49842,36649,42340,0
49856,37157,42170,0
49894,37694,41999,0
49906,38241,41799,0
49964,38852,41596,0
49990,39383,41415,0
50013,39907,41245,0
50027,40523,41005,0
50080,41071,40831,0
50113,41581,40644,0
50145,42212,40437,0
50171,42726,40248,0
50216,43263,40064,0
50249,43799,39878,0
50261,44406,39673,0
50291,44947,39483,0
50324,45463,39314,0
50353,46086,39090,0
50393,46606,38901,0
49910,46807,38871,0
49020,46857,38917,0
48212,46894,38928,0
47458,46926,38990,0
46514,46963,39041,0
45773,47008,39076,0
45011,47053,39111,0
44239,47072,39171,0
43349,47113,39209,0
42572,47149,39255,0
41806,47200,39288,0
40910,47223,39331,0
40132,47290,39376,0
39387,47322,39423,0
38462,47350,39478,0
37695,47392,39506,0
36902,47413,39542,0
36164,47453,39580,0
35263,47507,39620,0
34488,47540,39673,0
34093,47454,39723,0
34512,47105,39777,0
34919,46792,39838,0
35258,46517,39896,0
35733,46133,39975,0
36069,45840,40023,0
36468,45538,40082,0
36817,45222,40145,0
37266,44864,40210,0
37634,44553,40275,0
38008,44261,40334,0
38442,43918,40403,0
38797,43614,40449,0
39179,43303,40502,0
39601,42951,40562,0
39984,42650,40640,0
40347,42358,40696,0
40718,42049,40751,0
41169,41694,40820,0
41537,41376,40891,0
41916,41089,40951,0
42327,41327,40881,0
42686,41554,40830,0
43039,41764,40778,0
43469,42033,40720,0
43822,42257,40660,0
44194,42477,40612,0
44546,42693,40568,0
44975,42954,40508,0
45336,43190,40455,0
45693,43391,40403,0
46110,43661,40339,0
46471,43866,40298,0
46828,44096,40238,0
47260,44337,40170,0
47627,44548,40109,0
47974,44780,40062,0
48344,44997,40025,0
48778,45265,39954,0
49127,45480,39922,0
49482,45696,39865,0
49439,45686,39805,0
49249,45594,39727,0
49045,45484,39665,0
48805,45368,39576,0
48606,45259,39521,0
48396,45175,39448,0
48191,45062,39371,0
47969,44942,39322,0
47745,44847,39264,0
47539,44742,39187,0
47304,44626,39130,0
47105,44528,39050,0
46921,44423,38972,0
46663,44314,38912,0
46476,44217,38847,0
46274,44124,38764,0
46059,44002,38729,0
45840,43896,38645,0
45625,43786,38561,0
45436,43687,38500,0
45092,43486,38559,0
44673,43220,38756,0
44284,42954,38945,0
43823,42646,39191,0
43418,42357,39381,0
43020,42108,39592,0
42574,41841,39783,0
42107,41521,40010,0
41724,41265,40190,0
41307,41002,40405,0
40836,40694,40626,0
40438,40406,40820,0
40038,40159,41028,0
39559,39845,41247,0
39150,39559,41443,0
38768,39294,41633,0
38362,39033,41833,0
37894,38718,42069,0
37505,38463,42256,0
37085,38163,42466,0
36769,37924,42653,0
37169,37948,42599,0
37610,37968,42535,0
38075,38018,42472,0
38524,38051,42408,0
38944,38067,42353,0
39364,38102,42285,0
39851,38136,42222,0
40272,38157,42162,0
40685,38186,42098,0
41194,38236,42046,0
41597,38255,41982,0
42029,38274,41916,0
42542,38312,41867,0
42957,38343,41789,0
43355,38373,41737,0
43799,38390,41696,0
44285,38403,41602,0
44731,38453,41541,0
45136,38481,41495,0
45662,38532,41428,0
45391,38537,41478,0
45033,38558,41568,0
44590,38588,41667,0
44224,38616,41741,0
43848,38643,41812,0
43400,38668,41927,0
43026,38683,42003,0
42653,38715,42076,0
42279,38712,42158,0
41836,38742,42250,0
41465,38772,42349,0
41102,38788,42416,0
40645,38834,42521,0
40288,38845,42596,0
39927,38872,42674,0
39478,38885,42793,0
39087,38922,42858,0
38721,38939,42939,0
38360,38962,43018,0
37920,38986,43106,0
37838,39063,43135,0
38045,39186,43164,0
38289,39326,43160,0
38479,39469,43184,0
38688,39598,43179,0
38932,39741,43170,0
39136,39900,43191,0
39334,40006,43204,0
39552,40126,43209,0
39786,40308,43199,0
39985,40438,43221,0
40189,40536,43222,0
40429,40684,43231,0
40627,40826,43241,0
40849,40944,43244,0
41099,41110,43240,0
41281,41246,43234,0
41495,41376,43242,0
41692,41485,43256,0
41950,41654,43258,0
42166,41816,43247,0
42318,42318,43168,0
42535,42857,43094,0
42737,43331,43003,0
42898,43804,42919,0
43106,44374,42866,0
43307,44853,42770,0
43494,45332,42702,0
43676,45806,42619,0
43887,46359,42532,0
44070,46854,42457,0
44266,47316,42385,0
44463,47882,42283,0
44654,48347,42218,0
44847,48842,42128,0
45074,49372,42052,0
45216,49864,41973,0
45422,50336,41889,0
45600,50819,41825,0
45809,51365,41740,0
45993,51821,41664,0
45738,51384,41728,0
45354,50619,41843,0
45034,49954,41943,0
44713,49278,42047,0
44336,48502,42161,0
44006,47859,42281,0
43692,47203,42373,0
43365,46554,42473,0
42979,45779,42596,0
42652,45123,42704,0
42341,44462,42797,0
41954,43675,42922,0
41620,43025,43010,0
41292,42361,43121,0
40912,41602,43230,0
40590,40949,43338,0
40270,40270,43443,0
39955,39630,43551,0
39571,38840,43662,0
39255,38185,43760,0
39154,38173,43792,0
39257,38930,43710,0
39330,39536,43676,0
39417,40172,43619,0
39511,40923,43542,0
39611,41552,43483,0
39695,42183,43434,0
39795,42823,43379,0
39892,43567,43325,0
39995,44193,43243,0
40072,44813,43199,0
40175,45559,43129,0
40278,46206,43055,0
40371,46830,43005,0
40479,47574,42954,0
40561,48207,42881,0
40652,48846,42830,0
40747,49469,42777,0
40848,50211,42714,0
40958,50856,42653,0
41097,51371,42595,0
41574,51343,42522,0
42006,51325,42474,0
42420,51307,42417,0
42905,51287,42363,0
43335,51259,42289,0
43766,51237,42245,0
44175,51201,42195,0
44667,51205,42145,0
45097,51180,42071,0
45550,51155,42023,0
46011,51146,41960,0
46448,51110,41883,0
46874,51086,41844,0
47371,51053,41787,0
47785,51034,41738,0
48201,51020,41670,0
48616,50994,41611,0
49137,50971,41553,0
49545,50937,41497,0
49955,50950,41442,0
49766,51108,41541,0
49516,51306,41649,0
49247,51484,41776,0
48943,51703,41894,0
48681,51875,42003,0
48414,52063,42103,0
48165,52244,42225,0
47855,52466,42364,0
47583,52646,42458,0
47313,52812,42579,0
47021,53030,42719,0
46757,53221,42821,0
46504,53392,42925,0
46188,53606,43063,0
45922,53800,43179,0
45666,53984,43298,0
45346,54181,43421,0
45082,54367,43544,0
44825,54543,43650,0
44581,54739,43749,0
44730,54598,43774,0
45178,54248,43704,0
45606,53912,43640,0
46109,53510,43556,0
46564,53192,43478,0
46981,52837,43416,0
47475,52449,43341,0
47920,52098,43265,0
48365,51742,43212,0
48788,51410,43157,0
49298,51020,43065,0
49739,50677,42999,0
50183,50332,42957,0
50691,49943,42860,0
51105,49614,42785,0
51556,49246,42716,0
52086,48866,42640,0
52486,48510,42559,0
52945,48187,42494,0
53371,47849,42422,0
53504,47476,42396,0
52787,47191,42455,0
52057,46933,42530,0
51220,46607,42611,0
50515,46349,42673,0
49803,46051,42748,0
48961,45762,42817,0
48250,45504,42868,0
47543,45214,42943,0
46829,44961,43002,0
45991,44623,43091,0
45280,44353,43146,0
44576,44090,43216,0
43732,43782,43297,0
43024,43500,43357,0
42315,43241,43413,0
41491,42916,43489,0
40772,42673,43566,0
40059,42388,43619,0
39339,42108,43685,0
38532,41814,43784,0
39068,41759,43670,0
39661,41693,43616,0
40354,41657,43507,0
40921,41612,43432,0
41510,41558,43371,0
42168,41496,43277,0
42758,41460,43178,0
43348,41407,43119,0
43918,41364,43037,0
44585,41292,42933,0
45188,41255,42874,0
45739,41208,42781,0
46434,41164,42691,0
47012,41102,42630,0
47595,41050,42545,0
48287,41007,42460,0
48862,40943,42379,0
49454,40919,42301,0
50035,40879,42217,0
50696,40798,42144,0
50885,40983,42112,0
50841,41318,42105,0
50804,41688,42103,0
50783,42002,42104,0
50759,42324,42116,0
50706,42700,42100,0
50699,43010,42112,0
50660,43325,42111,0
50634,43643,42119,0
50604,44015,42124,0
50578,44337,42102,0
50557,44656,42116,0
50529,45019,42114,0
50510,45345,42110,0
50468,45664,42111,0
50437,46042,42105,0
50413,46355,42113,0
50387,46662,42105,0
50357,46984,42101,0
50325,47345,42110,0
50123,47530,42127,0
49552,47415,42193,0
48893,47260,42277,0
48320,47139,42368,0
47736,47012,42414,0
47093,46873,42478,0
46500,46766,42549,0
45958,46634,42623,0
45373,46524,42684,0
44724,46335,42782,0
44172,46251,42841,0
43591,46141,42904,0
42931,45983,42981,0
42348,45868,43053,0
41793,45738,43115,0
41130,45595,43208,0
40570,45479,43258,0
39977,45382,43332,0
39428,45235,43383,0
38752,45100,43468,0
38221,44974,43536,0
38585,45051,43401,0
39043,45148,43218,0
39408,45233,43074,0
39791,45340,42936,0
40266,45422,42767,0
40642,45494,42632,0
41015,45597,42473,0
41406,45685,42330,0
41858,45771,42147,0
42253,45862,42026,0
42646,45951,41869,0
43101,46051,41690,0
43489,46130,41547,0
43879,46223,41396,0
44324,46322,41229,0
44724,46408,41083,0
45106,46479,40939,0
45554,46587,40773,0
45935,46675,40619,0
46321,46773,40474,0
46945,46735,40402,0
47765,46665,40387,0
48480,46617,40350,0
49198,46563,40340,0
50014,46499,40300,0
50744,46419,40283,0
51460,46363,40248,0
52299,46287,40247,0
53016,46232,40208,0
53732,46171,40186,0
54448,46118,40161,0
55267,46044,40125,0
55994,45969,40100,0
56719,45914,40093,0
57557,45848,40053,0
58290,45784,40022,0
58987,45724,39999,0
59839,45656,39972,0
60529,45594,39957,0
61242,45536,39939,0
61459,45506,39959,0
60421,45516,40121,0
59537,45505,40248,0
58708,45535,40390,0
57659,45533,40543,0
56791,45546,40678,0
55927,45553,40815,0
54909,45565,40958,0
54032,45577,41087,0
53158,45579,41230,0
52292,45595,41363,0
51268,45594,41512,0
50417,45601,41635,0
