Co,Si,Pt,O,Ni,Gd,Al
0,39,945,31366,281,0,2576
0,32,983,31362,268,0,2668
0,28,1023,31363,242,0,2761
0,22,1064,31371,234,0,2858
0,18,1105,31377,216,0,2946
4,11,1139,31359,198,0,3046
6,7,1180,31372,186,0,3129
9,0,1219,31371,177,0,3231
12,0,1259,31378,175,0,3327
15,0,1299,31374,183,0,3422
19,0,1368,31327,182,0,3434
59,0,1460,31223,175,0,3429
99,0,1567,31109,192,0,3423
144,0,1679,31026,193,0,3410
189,0,1788,30922,209,0,3413
235,0,1890,30835,213,5,3399
281,0,1991,30739,230,12,3392
332,0,2093,30647,237,19,3384
380,0,2206,30542,254,29,3382
431,0,2307,30453,259,30,3376
473,0,2411,30374,284,31,3378
437,0,2302,30376,290,30,3327
392,0,2149,30380,306,29,3284
341,0,1997,30404,338,27,3242
294,0,1855,30423,361,20,3188
247,0,1713,30426,383,19,3155
197,0,1561,30448,406,15,3103
149,0,1409,30466,438,19,3064
107,0,1254,30484,465,24,3020
60,0,1111,30503,499,28,2981
13,0,968,30519,528,32,2946
0,0,876,30541,561,37,2914
1,0,969,30654,521,33,2991
17,0,1088,30748,531,30,3085
35,0,1193,30871,545,25,3179
57,0,1316,30982,555,21,3272
77,0,1415,31093,546,17,3357
97,0,1524,31203,563,13,3456
120,0,1637,31307,570,11,3545
143,0,1758,31428,579,4,3637
161,0,1872,31541,605,0,3735
183,0,1980,31636,608,0,3820
201,0,2048,31720,644,0,3903
178,0,2000,31653,586,0,3824
162,0,1947,31595,522,0,3743
145,0,1897,31525,475,0,3662
140,0,1841,31473,430,5,3595
134,0,1792,31413,379,8,3508
126,0,1740,31348,337,11,3428
114,0,1684,31277,291,16,3353
110,0,1638,31225,247,22,3262
104,0,1594,31153,205,28,3188
105,0,1545,31096,177,29,3120
99,0,1494,31067,183,33,3015
86,0,1354,31141,217,29,2798
73,0,1218,31197,271,25,2575
58,0,1082,31268,332,20,2367
49,0,957,31335,373,16,2170
43,0,818,31401,430,18,1952
30,0,686,31461,500,20,1748
24,0,554,31541,561,20,1535
23,0,417,31608,620,19,1322
28,0,299,31668,680,20,1128
33,0,167,31730,740,21,918
38,0,137,31732,747,23,919
55,0,202,31626,694,22,1176
84,0,287,31536,641,21,1435
112,0,353,31448,594,20,1673
139,0,439,31363,542,18,1940
166,0,517,31266,494,20,2193
198,0,606,31179,442,22,2463
229,0,682,31091,394,26,2735
264,0,767,30983,342,27,2990
295,0,841,30917,308,29,3234
329,0,928,30832,287,31,3495
337,0,950,30815,276,31,3449
363,0,944,30837,264,29,3269
402,0,946,30869,263,27,3084
427,0,951,30890,252,25,2921
464,0,952,30914,271,8,2739
498,0,957,30949,273,0,2555
541,0,954,30982,276,0,2373
571,0,955,31003,279,0,2198
603,0,955,31017,281,0,2031
642,0,956,31052,291,0,1864
699,0,973,31070,308,0,1697
659,0,909,31102,299,0,1747
614,0,805,31137,308,0,1838
570,0,713,31149,322,0,1933
525,0,625,31176,341,0,2016
486,0,528,31207,364,0,2109
446,0,438,31227,388,0,2195
406,0,336,31264,414,0,2287
362,0,238,31287,438,0,2388
327,0,151,31317,466,0,2468
283,0,53,31349,489,0,2561
259,0,0,31374,541,0,2657
234,0,0,31369,542,0,2617
209,0,0,31365,549,0,2574
196,0,0,31346,567,0,2539
186,0,0,31347,600,3,2506
167,0,0,31335,623,11,2470
151,0,0,31332,648,15,2437
143,0,0,31327,668,19,2394
127,0,0,31319,684,26,2377
114,0,0,31309,716,32,2337
107,0,0,31297,756,38,2305
120,0,0,31298,776,39,2302
104,0,4,31312,728,36,2341
89,0,36,31318,728,30,2404
79,0,69,31317,713,24,2450
65,0,105,31324,712,22,2509
50,0,137,31330,712,19,2572
41,0,172,31336,698,16,2618
30,0,204,31344,700,10,2679
19,0,235,31345,695,9,2738
12,0,273,31342,694,8,2788
16,0,303,31340,722,9,2857
16,18,322,31356,729,9,2964
12,94,332,31345,709,8,3189
8,164,350,31334,702,6,3413
7,244,368,31305,688,4,3651
3,320,382,31298,675,2,3898
1,398,397,31279,660,0,4134
0,475,422,31264,661,1,4385
0,553,439,31254,645,4,4624
2,624,452,31238,653,7,4844
4,703,469,31216,644,9,5085
6,781,501,31196,655,11,5326
6,781,488,31204,637,11,5304
4,703,437,31196,590,9,4991
3,629,390,31185,564,7,4706
0,553,342,31191,540,4,4398
0,475,285,31183,526,1,4079
0,398,232,31182,509,0,3764
0,320,183,31182,490,0,3457
0,248,133,31177,479,0,3170
0,170,78,31180,456,0,2862
0,94,26,31188,446,0,2560
0,18,0,31188,449,0,2259
0,0,0,31224,431,0,2043
0,0,0,31296,392,0,1871
5,0,0,31350,360,0,1682
14,0,0,31415,329,0,1502
20,0,0,31500,306,3,1316
27,0,0,31569,282,7,1136
35,0,0,31641,252,9,952
42,0,0,31698,234,11,786
49,0,0,31762,201,14,605
57,0,0,31847,177,17,422
68,0,0,31922,182,20,266
88,0,109,31879,170,18,290
131,0,288,31820,184,15,353
182,0,479,31767,197,12,420
238,0,669,31712,223,9,483
292,0,864,31640,243,14,554
340,0,1054,31571,267,14,622
396,0,1228,31521,284,11,680
449,0,1425,31459,304,11,752
503,0,1617,31391,323,17,820
564,0,1803,31322,354,19,899
628,0,2006,31273,386,20,975
570,0,1827,31261,371,20,1078
506,0,1636,31238,360,19,1205
444,0,1444,31212,354,15,1343
383,0,1250,31192,353,10,1478
318,0,1054,31192,353,11,1609
262,0,864,31164,344,13,1747
205,0,687,31159,338,15,1877
143,0,497,31134,329,12,2016
83,0,304,31126,329,12,2152
29,0,109,31102,336,16,2293
0,0,0,31089,347,19,2420
0,10,65,31067,333,15,2467
0,29,143,31056,313,12,2534
0,47,220,31038,317,13,2600
0,66,297,31022,318,14,2670
0,84,375,31018,311,20,2732
0,100,448,31000,323,22,2797
0,120,526,30977,326,28,2864
0,139,605,30958,332,33,2942
0,160,685,30941,335,37,3000
0,178,761,30927,355,42,3074
0,182,802,30941,364,46,3081
0,165,765,31031,356,49,2964
10,147,726,31113,375,49,2829
21,127,688,31201,395,52,2702
39,108,648,31304,408,53,2569
56,88,611,31390,433,58,2458
68,73,572,31466,454,61,2328
88,52,531,31549,471,64,2209
99,33,498,31643,493,62,2084
118,17,454,31738,516,64,1950
133,0,415,31828,567,70,1822
137,0,379,31849,567,69,1768
132,0,340,31777,530,61,1782
136,0,305,31714,513,53,1810
145,0,263,31652,497,42,1830
150,0,225,31576,487,34,1864
159,0,187,31519,476,26,1896
167,0,150,31458,466,20,1929
174,0,109,31391,454,12,1948
188,0,72,31328,444,7,1980
199,0,32,31269,433,14,2015
216,0,0,31212,444,18,2059
209,0,59,31138,434,15,2034
185,0,284,31061,432,8,2014
159,0,514,30970,437,2,1986
136,0,737,30892,445,0,1974
115,0,966,30813,447,0,1963
91,0,1187,30723,448,0,1931
67,0,1410,30647,465,0,1924
45,0,1628,30577,470,0,1909
23,0,1868,30497,478,0,1884
1,0,2089,30410,483,0,1870
0,0,2303,30324,517,0,1865
0,0,2193,30337,509,0,1892
0,0,1962,30360,508,0,1918
0,0,1733,30400,529,0,1950
0,0,1508,30420,539,2,1978
0,0,1293,30439,559,6,2009
0,0,1081,30474,571,8,2030
0,0,861,30506,596,10,2059
0,0,638,30530,604,14,2085
0,0,416,30555,618,18,2117
0,0,198,30591,640,20,2153
0,0,32,30618,682,22,2203
32,0,68,30695,623,20,2054
80,0,121,30799,579,18,1879
138,0,174,30897,542,14,1707
186,0,236,30991,492,10,1535
232,0,282,31073,459,8,1375
293,0,342,31173,421,6,1200
339,0,401,31264,376,2,1031
396,0,464,31364,337,3,859
453,0,522,31455,307,5,680
502,0,578,31545,272,7,521
539,0,629,31633,268,8,384
493,0,571,31614,259,6,388
441,0,506,31614,281,4,410
385,0,461,31595,311,2,433
331,0,409,31580,348,0,458
282,0,372,31592,379,0,485
227,0,329,31563,416,0,504
176,0,288,31545,445,0,542
118,0,244,31535,490,0,557
63,0,196,31519,524,0,582
16,0,158,31512,564,0,609
0,0,145,31527,587,0,617
10,0,242,31572,585,0,633
27,0,358,31620,599,0,659
46,0,455,31670,606,0,690
68,0,559,31715,604,0,720
86,0,662,31769,602,0,753
107,0,772,31829,604,0,789
124,0,877,31871,607,0,814
148,0,985,31923,619,0,846
164,0,1088,31979,634,0,883
183,0,1204,32021,652,0,920
188,0,1222,31991,660,0,939
167,0,1092,31851,640,0,902
151,0,968,31697,610,0,851
127,0,848,31561,589,0,796
110,0,738,31432,583,0,761
89,0,610,31290,573,0,721
69,0,486,31142,567,0,675
49,0,360,31011,559,0,634
30,0,237,30868,547,0,597
14,0,123,30728,537,0,565
0,0,2,30583,543,1,532
0,0,0,30574,521,1,671
0,0,20,30685,486,0,975
0,0,59,30783,479,0,1274
0,0,102,30882,463,0,1558
0,0,146,30987,446,0,1871
0,0,195,31091,439,0,2177
0,0,242,31192,424,0,2481
0,0,285,31302,417,0,2792
0,0,331,31400,408,0,3096
0,0,377,31498,402,0,3381
0,0,424,31607,411,0,3692
15,0,443,31690,408,0,3673
52,0,480,31767,403,0,3558
97,0,521,31850,403,0,3431
141,0,554,31925,395,0,3323
188,0,597,32010,395,0,3203
238,0,637,32078,394,0,3080
288,0,675,32154,390,0,2967
338,0,718,32232,392,5,2854
387,0,751,32311,397,9,2741
435,0,800,32390,398,13,2625
485,0,863,32467,403,15,2494
441,0,802,32304,372,13,2423
394,0,727,32100,342,9,2336
345,0,667,31920,327,5,2274
296,0,599,31719,321,0,2192
243,0,534,31518,301,0,2125
197,0,469,31320,286,0,2042
147,0,395,31113,262,0,1973
101,0,333,30925,257,0,1894
59,0,273,30738,250,0,1833
20,0,201,30533,246,0,1751
0,0,172,30356,258,0,1710
0,0,239,30392,251,0,1730
0,0,312,30440,253,0,1765
0,0,384,30483,268,0,1807
0,0,463,30537,281,0,1843
0,0,538,30565,300,2,1883
0,0,621,30599,315,7,1922
0,0,700,30656,329,8,1966
0,0,769,30689,344,9,2005
0,0,848,30730,370,10,2041
0,0,933,30779,397,12,2084
0,0,980,30811,416,16,2160
22,0,881,30864,405,10,2230
51,0,786,30918,424,10,2295
80,0,701,30969,445,9,2357
111,3,605,31025,457,8,2428
141,7,508,31062,481,6,2498
173,9,413,31113,511,0,2570
201,14,316,31169,527,11,2640
232,17,229,31220,555,14,2704
267,20,133,31260,581,16,2763
292,24,34,31310,608,17,2842
306,24,17,31349,618,18,2789
335,20,155,31383,566,17,2576
364,18,284,31431,536,15,2372
396,14,417,31462,498,13,2153
431,10,558,31487,462,0,1934
465,7,703,31520,426,0,1716
500,4,844,31557,394,1,1506
530,0,975,31581,357,6,1302
562,0,1113,31610,325,10,1081
597,0,1254,31647,292,14,871
639,0,1396,31677,285,17,659
661,0,1374,31636,279,16,614
654,0,1238,31544,253,13,650
652,0,1110,31447,241,10,685
644,0,982,31325,226,4,731
635,0,849,31221,219,1,770
630,0,721,31130,208,1,810
621,0,587,31040,198,6,858
617,0,467,30943,193,9,900
611,0,337,30843,193,12,940
605,0,213,30734,187,15,987
604,0,84,30621,188,16,1047
560,0,71,30632,190,15,1126
505,1,61,30690,189,13,1224
448,9,52,30732,201,11,1334
391,18,41,30760,212,7,1449
333,25,34,30799,225,4,1562
274,32,23,30845,229,0,1669
220,40,16,30885,241,0,1777
162,47,7,30921,255,0,1891
107,56,0,30959,270,0,2008
46,65,0,30999,290,0,2125
0,73,0,31044,317,2,2249
0,65,41,31068,295,0,2168
0,58,104,31113,290,0,2109
0,49,186,31151,302,0,2050
0,43,273,31190,311,0,1996
0,32,357,31224,324,0,1938
0,27,446,31251,331,4,1877
0,20,521,31283,343,6,1820
0,10,608,31317,355,8,1763
0,3,690,31359,370,10,1706
0,0,783,31373,386,11,1646
0,0,851,31406,418,16,1615
39,0,805,31330,391,11,1609
117,0,767,31238,373,10,1609
194,0,744,31148,352,8,1635
274,0,711,31059,334,7,1643
358,0,686,30971,320,4,1660
442,0,654,30888,306,1,1677
515,0,629,30801,290,0,1681
602,0,606,30715,280,0,1686
683,0,569,30631,265,0,1704
770,0,561,30534,260,3,1724
805,0,561,30476,266,6,1718
734,0,571,30490,275,0,1682
648,0,599,30505,309,0,1659
563,0,630,30520,352,0,1626
479,0,671,30533,396,0,1593
397,0,709,30554,431,4,1559
320,0,730,30570,482,7,1526
243,0,770,30579,521,9,1496
162,0,804,30601,568,10,1456
82,0,837,30618,620,14,1424
14,0,879,30627,679,17,1395
0,0,920,30671,703,17,1369
0,0,1002,30793,686,15,1339
0,0,1078,30903,700,14,1319
0,0,1156,31031,701,12,1305
0,0,1236,31147,708,10,1278
0,0,1321,31263,720,10,1260
0,0,1383,31365,733,8,1247
0,0,1459,31490,739,6,1232
0,0,1547,31602,753,4,1207
0,0,1624,31722,764,0,1191
0,0,1724,31840,790,1,1184
0,0,1709,31843,766,1,1245
0,0,1600,31724,700,0,1296
0,0,1496,31604,626,0,1353
0,0,1387,31473,562,7,1409
0,0,1285,31357,492,10,1463
0,0,1188,31244,435,12,1514
0,0,1086,31123,365,25,1572
0,0,977,31012,304,33,1626
0,0,869,30886,241,37,1682
0,0,765,30763,190,42,1737
0,0,664,30650,148,48,1794
0,0,627,30687,140,44,1792
0,0,611,30810,156,36,1793
0,0,592,30914,174,31,1793
0,0,569,31039,198,23,1797
0,0,549,31155,223,14,1788
0,0,533,31260,240,9,1793
0,0,513,31369,261,6,1795
0,0,493,31486,285,1,1799
0,0,471,31592,308,0,1798
0,0,454,31717,333,0,1791
0,0,462,31809,357,0,1804
0,0,450,31840,354,0,1750
0,0,478,31842,379,0,1702
0,0,503,31844,400,0,1651
0,0,525,31836,417,6,1603
0,0,546,31843,440,11,1555
0,0,569,31845,461,15,1514
0,0,592,31849,483,21,1466
0,0,616,31839,507,30,1409
0,0,648,31853,530,37,1372
0,0,669,31857,550,43,1326
0,0,711,31851,585,50,1299
7,0,640,31796,525,42,1285
29,0,575,31719,487,38,1279
50,0,500,31641,452,31,1266
75,0,430,31575,412,22,1261
93,0,365,31493,377,15,1263
115,0,295,31435,338,17,1247
137,0,227,31350,300,16,1239
162,0,157,31281,269,14,1234
182,0,88,31207,241,17,1219
203,0,20,31155,216,19,1210
218,0,0,31088,229,20,1194
194,0,78,31129,225,21,1148
174,0,164,31156,240,21,1106
152,0,253,31180,257,21,1066
130,0,342,31198,275,21,1032
107,0,434,31239,296,22,997
85,0,530,31273,318,22,966
61,0,620,31308,345,22,934
42,0,717,31340,370,22,893
20,0,809,31368,404,24,861
0,0,897,31390,428,22,841
1,0,929,31428,446,20,852
119,0,834,31466,432,18,917
229,0,740,31497,421,14,1003
350,0,644,31545,420,12,1102
453,0,558,31570,415,10,1176
571,0,467,31609,415,10,1265
683,0,373,31654,411,8,1355
803,0,276,31701,411,9,1446
915,0,184,31736,409,10,1540
1019,0,106,31766,415,11,1627
1138,0,21,31806,424,12,1731
1138,0,63,31794,414,12,1791
1019,0,273,31728,376,10,1820
907,0,476,31663,362,9,1848
790,0,691,31595,359,7,1892
683,0,881,31546,346,8,1920
571,0,1085,31479,342,11,1960
453,0,1292,31405,342,14,1997
340,0,1501,31334,338,18,2032
228,0,1712,31282,333,20,2063
119,0,1901,31218,344,24,2103
1,0,2109,31140,363,28,2151
0,38,2039,31116,371,30,2093
0,115,1830,31119,392,30,2016
0,192,1629,31105,421,27,1940
0,264,1432,31089,440,41,1874
0,342,1221,31092,478,45,1791
0,417,1018,31083,505,46,1720
0,496,810,31073,545,50,1638
0,573,600,31083,572,60,1558
0,643,409,31065,606,63,1491
0,721,205,31061,648,67,1423
0,799,5,31056,698,78,1373
0,747,0,31075,686,66,1406
0,672,0,31131,666,58,1446
0,592,0,31163,639,50,1488
0,524,0,31205,616,44,1527
0,444,0,31239,602,33,1576
0,367,0,31293,584,32,1616
0,289,0,31332,557,25,1661
0,213,0,31374,548,19,1708
0,141,0,31419,533,16,1752
0,63,0,31461,520,21,1803
0,0,0,31509,541,26,1859
0,0,0,31433,519,22,1786
0,0,0,31365,544,19,1728
0,0,0,31301,543,16,1686
0,0,0,31223,559,15,1632
0,0,0,31165,577,17,1587
0,0,0,31101,595,16,1541
0,0,0,31030,602,15,1494
0,0,0,30963,626,16,1456
0,0,0,30902,651,18,1407
0,0,0,30838,672,20,1374
0,0,0,30773,700,20,1354
23,0,8,30811,702,19,1488
56,0,33,30837,728,16,1630
87,0,58,30858,735,14,1755
121,0,86,30891,761,16,1902
153,0,107,30907,785,18,2051
184,0,133,30943,809,18,2187
221,0,158,30962,828,19,2336
252,0,180,30997,858,21,2463
285,0,204,31020,875,21,2612
316,0,232,31051,909,26,2759
329,0,239,31061,911,27,2807
298,0,214,31051,866,24,2608
269,0,193,31045,831,20,2427
230,0,165,31030,805,17,2238
195,0,148,31016,773,14,2041
164,0,125,30999,738,10,1847
131,0,106,30996,713,7,1656
100,0,91,30984,683,3,1458
63,0,70,30964,664,0,1285
32,0,52,30959,626,0,1094
1,0,44,30947,622,0,903
0,0,56,30947,615,0,865
0,0,114,30991,583,0,999
0,0,175,31027,563,0,1132
0,0,247,31056,534,0,1281
1,0,314,31110,512,6,1439
3,0,390,31134,485,8,1590
5,0,464,31172,470,10,1741
10,0,526,31198,447,14,1870
15,0,604,31241,433,17,2035
20,0,680,31271,416,20,2196
26,0,755,31301,419,24,2347
24,0,792,31337,432,23,2340
20,0,847,31368,452,20,2270
14,0,899,31404,506,20,2198
7,0,961,31445,567,17,2117
5,0,1017,31457,609,15,2048
2,0,1075,31513,666,14,1974
0,0,1133,31552,732,16,1903
0,0,1182,31577,778,16,1838
0,0,1242,31623,845,16,1759
0,0,1299,31666,903,15,1704
0,0,1360,31691,957,15,1655
24,11,1263,31678,895,12,1689
68,36,1138,31658,797,10,1759
110,63,1009,31635,702,9,1848
154,93,875,31609,615,7,1922
197,118,734,31579,516,8,2011
247,148,600,31537,426,10,2095
290,173,484,31527,347,11,2173
336,202,342,31496,253,14,2250
386,232,209,31463,169,16,2339
436,259,73,31436,97,21,2421
482,290,0,31410,77,25,2529
436,259,29,31405,99,25,2444
389,233,76,31406,125,23,2364
339,204,125,31416,167,20,2314
295,177,176,31410,213,20,2258
247,148,228,31425,262,20,2195
197,118,277,31425,301,21,2133
160,94,324,31436,341,21,2079
115,65,373,31425,390,22,2018
68,38,424,31431,431,21,1957
24,11,477,31441,485,23,1902
0,0,508,31459,517,22,1849
14,0,572,31521,528,20,1849
38,0,654,31600,536,24,1840
68,0,735,31668,549,25,1847
91,0,817,31745,566,27,1845
118,0,896,31822,591,30,1846
141,0,966,31883,606,34,1853
167,0,1050,31969,630,34,1852
195,0,1129,32032,656,37,1863
220,0,1212,32089,677,43,1861
248,0,1292,32179,699,48,1864
250,0,1324,32207,700,54,1878
237,0,1246,32157,646,52,1931
214,0,1161,32101,576,48,1995
197,0,1085,32056,512,54,2050
177,0,1007,32011,451,54,2113
158,0,931,31943,394,65,2178
142,0,865,31907,338,74,2228
121,0,783,31871,275,79,2288
101,0,710,31811,220,87,2353
84,0,629,31745,159,87,2414
68,0,550,31701,114,98,2473
64,0,523,31676,115,97,2552
69,5,485,31680,119,81,2669
81,17,459,31658,137,75,2792
108,27,436,31665,153,65,2915
133,38,418,31652,170,58,3036
159,49,396,31668,193,51,3153
183,61,378,31644,212,38,3270
207,74,358,31653,236,32,3383
227,86,333,31631,264,22,3508
263,97,315,31627,285,27,3623
302,107,299,31624,319,33,3761
320,101,291,31618,320,30,3735
372,98,268,31602,326,22,3651
435,97,244,31573,339,17,3577
501,92,219,31558,351,13,3511
563,92,198,31548,370,14,3438
621,87,174,31524,392,12,3366
685,89,153,31505,417,10,3312
744,88,125,31486,441,14,3244
814,84,105,31477,471,16,3168
891,83,89,31450,497,20,3105
961,93,76,31423,522,22,3045
914,88,70,31411,497,20,2912
814,78,60,31364,477,19,2769
719,69,51,31332,480,14,2624
629,57,42,31303,486,10,2473
529,49,32,31253,488,10,2334
440,36,24,31223,501,6,2196
347,27,14,31180,505,4,2051
247,18,6,31144,504,0,1915
152,8,0,31116,504,0,1771
62,0,0,31081,530,0,1639
0,0,0,31050,555,0,1582
0,0,0,31090,529,0,1654
2,0,0,31144,520,0,1787
10,0,0,31182,521,0,1932
19,0,0,31248,524,0,2077
26,0,0,31309,523,0,2211
34,0,0,31363,524,3,2355
42,0,0,31413,529,7,2499
49,0,0,31462,531,10,2636
57,0,0,31511,537,13,2778
68,0,0,31557,560,15,2922
74,0,0,31618,590,17,3041
68,0,113,31686,529,19,2959
56,0,258,31769,470,20,2914
46,0,412,31834,417,26,2869
40,0,571,31895,372,32,2821
33,0,715,31953,333,37,2778
24,0,874,32033,288,45,2731
17,0,1028,32101,239,55,2684
7,0,1187,32156,206,62,2640
0,0,1347,32240,157,69,2590
0,0,1488,32303,138,76,2550
0,0,1577,32345,144,80,2514
14,0,1468,32297,145,71,2453
34,0,1371,32242,154,58,2395
60,0,1261,32197,161,49,2325
87,0,1173,32166,168,42,2263
115,0,1063,32132,185,29,2196
142,0,961,32066,199,18,2138
170,0,863,32030,213,11,2075
199,0,765,31984,226,0,2015
226,0,674,31948,242,0,1950
250,0,589,31898,262,0,1905
257,0,539,31879,279,0,1850
233,0,488,31899,275,0,1736
205,0,438,31908,288,5,1638
179,0,386,31933,296,15,1538
156,0,341,31931,303,19,1444
132,0,290,31960,313,28,1338
104,0,239,31974,326,34,1244
77,0,184,31978,339,49,1138
54,0,143,32002,356,58,1037
32,0,102,32025,362,67,949
10,0,58,32018,378,76,861
6,0,49,32029,381,82,878
5,11,134,32029,396,72,937
3,25,222,32011,425,62,1021
0,38,315,32010,442,54,1088
0,53,405,32017,482,42,1172
0,68,501,31992,511,37,1248
0,82,593,31992,543,34,1323
0,95,689,31976,569,30,1406
0,112,790,31975,614,19,1484
0,124,882,31972,639,20,1557
0,141,974,31966,679,20,1644
5,134,1004,31893,662,21,1617
25,119,1013,31809,638,20,1565
49,105,1028,31719,609,19,1522
74,91,1041,31635,587,15,1491
97,73,1053,31555,561,18,1437
118,60,1072,31468,545,22,1395
145,47,1085,31377,516,24,1352
168,30,1093,31287,499,21,1307
189,18,1103,31203,479,25,1276
213,4,1121,31123,473,29,1235
236,0,1170,31027,493,31,1198
247,0,1102,31026,460,28,1331
270,8,1038,31021,434,24,1478
297,18,978,31027,407,24,1649
324,25,921,31022,387,23,1791
350,36,859,31012,363,23,1955
376,48,798,31008,344,25,2122
402,57,738,31001,320,27,2270
432,68,676,31006,303,30,2433
457,76,614,30996,282,37,2592
484,87,547,31004,261,44,2756
519,93,511,30999,268,48,2935
490,84,489,31022,244,41,2960
481,72,489,31038,235,34,3023
474,64,482,31051,229,30,3073
470,54,480,31086,223,23,3136
462,44,474,31105,217,17,3204
460,35,469,31130,213,10,3270
451,24,465,31153,209,8,3331
448,16,458,31169,203,5,3400
443,6,454,31196,204,7,3449
441,0,455,31209,197,8,3518
439,0,462,31227,203,9,3534
411,0,461,31240,208,8,3399
384,0,465,31249,242,7,3269
368,0,469,31259,268,5,3151
344,0,471,31274,302,4,3018
327,0,481,31281,335,20,2894
306,0,472,31302,363,26,2761
282,0,477,31305,391,29,2637
262,0,481,31310,425,31,2524
246,0,482,31327,463,43,2393
232,0,487,31333,503,58,2273
232,0,485,31351,516,58,2250
207,29,512,31357,516,47,2379
183,54,528,31370,550,33,2493
161,87,560,31393,585,30,2632
136,116,582,31397,616,34,2766
112,146,608,31408,653,32,2896
89,176,640,31424,694,14,3031
61,205,666,31434,728,15,3161
41,233,686,31447,764,17,3281
19,265,710,31457,800,20,3421
0,294,736,31474,855,24,3546
0,289,737,31514,845,23,3531
0,259,730,31569,791,20,3389
0,231,718,31629,750,17,3272
0,202,705,31684,708,14,3145
0,171,709,31734,665,11,3017
0,141,693,31810,621,10,2886
0,111,691,31851,585,6,2753
0,83,687,31913,552,0,2630
0,53,678,31977,511,3,2502
0,23,676,32023,474,5,2375
0,0,680,32096,460,8,2253
0,0,646,32139,448,7,2117
0,0,592,32176,422,4,1979
0,0,541,32221,411,2,1834
0,0,494,32261,399,0,1680
0,0,446,32304,392,0,1534
0,0,389,32352,382,0,1389
0,0,348,32393,375,0,1239
0,0,305,32421,365,0,1109
0,0,254,32469,352,2,963
0,0,217,32513,354,4,818
0,0,193,32556,374,6,709
20,0,215,32496,349,6,846
54,0,262,32430,354,6,1003
94,0,315,32369,360,6,1187
133,0,368,32298,375,6,1364
177,0,426,32250,379,7,1539
222,0,486,32173,384,9,1724
262,0,538,32120,401,17,1892
304,0,591,32061,417,24,2075
347,0,649,32004,431,29,2250
388,0,710,31927,458,32,2435
424,0,776,31871,482,36,2591
386,0,706,31830,450,33,2582
343,0,629,31784,417,31,2579
303,0,549,31748,395,27,2575
271,0,473,31701,368,23,2565
236,0,398,31654,341,22,2568
204,0,318,31615,322,22,2563
173,0,250,31578,305,27,2560
144,0,175,31532,276,28,2554
111,0,103,31483,257,30,2545
85,0,32,31451,258,34,2549
75,0,0,31402,269,35,2542
70,0,34,31392,258,29,2520
58,0,113,31369,276,28,2499
50,7,184,31363,304,24,2482
40,12,262,31345,314,21,2461
28,18,340,31317,342,17,2446
19,20,410,31289,363,12,2439
8,27,483,31282,393,10,2411
2,32,564,31268,421,9,2408
0,40,643,31233,447,8,2377
0,45,716,31227,487,7,2366
9,45,737,31206,499,6,2328
61,40,733,31183,482,5,2298
118,32,721,31168,465,3,2268
179,29,710,31157,462,0,2236
238,23,696,31148,462,0,2213
302,18,695,31141,468,3,2178
359,14,687,31127,463,9,2148
422,7,688,31113,465,16,2121
483,1,673,31089,465,22,2089
541,0,662,31068,468,31,2061
602,0,679,31066,504,38,2037
598,0,678,31068,494,37,2018
538,0,704,31108,459,31,1966
479,0,735,31129,429,23,1908
427,0,763,31159,403,19,1854
369,0,798,31183,379,21,1802
317,0,821,31212,350,26,1763
263,0,852,31249,320,25,1704
212,0,881,31281,296,23,1654
157,0,913,31314,275,24,1604
104,0,946,31337,260,33,1556
57,0,975,31362,261,38,1506
53,0,931,31319,247,36,1626
46,0,836,31247,239,30,1827
41,0,742,31177,235,22,2044
35,0,638,31084,242,21,2240
26,0,534,31010,252,19,2452
20,0,451,30950,257,17,2650
14,0,350,30886,253,0,2846
6,0,258,30806,268,4,3061
0,0,155,30724,273,6,3267
0,0,55,30652,274,7,3480
0,0,0,30565,299,8,3686
0,0,21,30594,295,8,3588
0,0,103,30634,308,6,3432
0,0,186,30650,333,4,3275
0,3,272,30696,370,10,3121
0,7,360,30722,389,17,2973
0,9,443,30765,421,21,2837
0,14,533,30801,454,31,2680
0,19,625,30831,482,44,2521
0,20,706,30865,507,54,2373
0,24,797,30904,536,63,2217
0,28,878,30933,589,74,2083
0,24,861,30983,533,65,2092
0,20,902,31024,504,58,2139
0,18,939,31084,485,55,2183
0,14,987,31139,460,50,2219
0,9,1015,31182,433,45,2269
0,7,1052,31239,402,39,2316
0,3,1088,31293,381,35,2360
0,0,1131,31339,349,38,2406
0,0,1168,31392,337,34,2456
0,0,1215,31440,331,35,2497
0,0,1261,31488,343,36,2538
0,0,1168,31544,332,36,2453
0,0,1074,31578,340,36,2383
0,0,977,31618,355,34,2316
0,0,889,31671,363,32,2250
0,0,810,31702,369,30,2182
0,0,717,31748,392,29,2115
0,0,635,31799,402,26,2042
0,0,549,31833,422,26,1979
0,0,467,31895,436,27,1908
0,0,378,31931,464,26,1849
0,0,359,31938,490,28,1777
0,0,346,31888,501,26,1645
0,0,361,31839,516,25,1506
0,0,373,31797,533,24,1378
0,0,381,31754,563,23,1261
0,0,395,31716,580,22,1127
0,0,406,31654,602,23,1002
0,0,417,31608,626,22,870
0,0,444,31562,648,22,747
0,0,451,31504,671,22,636
0,0,479,31483,706,24,529
0,0,483,31472,702,22,562
0,0,438,31488,656,15,736
