Co,Si,Pt,O,Ni,Gd,Al
556,0,274,31089,467,54,1167
505,0,247,31070,431,46,1324
440,0,222,31059,404,40,1478
382,0,190,31049,378,33,1624
322,0,161,31033,354,26,1783
264,0,134,31031,330,18,1939
210,0,105,31011,306,15,2078
149,0,78,30998,280,16,2237
89,0,51,30983,258,8,2392
33,0,20,30979,236,13,2550
0,0,0,30960,228,17,2727
0,0,64,30917,217,14,2629
0,3,178,30889,200,10,2465
0,11,304,30842,186,8,2293
0,20,431,30803,164,6,2111
0,28,564,30745,150,0,1937
0,38,694,30729,132,0,1755
0,46,815,30679,117,0,1591
0,54,946,30646,102,2,1421
0,63,1074,30600,88,4,1240
0,75,1205,30569,79,6,1070
0,81,1336,30521,85,8,908
26,77,1319,30505,79,7,977
75,65,1338,30492,72,5,1096
123,58,1344,30466,73,3,1226
172,49,1352,30464,82,0,1346
227,39,1362,30457,93,0,1483
273,30,1380,30427,108,0,1617
318,22,1389,30423,122,0,1738
367,14,1399,30419,130,0,1863
417,6,1417,30398,141,0,1996
464,0,1430,30387,152,0,2134
511,0,1431,30373,174,0,2261
464,0,1306,30346,156,0,2290
411,4,1164,30340,158,0,2341
363,10,1028,30326,169,0,2397
315,18,896,30299,176,0,2447
262,26,765,30283,182,0,2502
220,34,648,30272,194,0,2552
170,40,514,30257,200,0,2612
119,50,378,30243,213,0,2676
70,54,252,30223,229,0,2734
21,64,111,30211,254,0,2799
0,70,80,30199,270,0,2843
7,62,72,30200,287,0,2746
23,53,63,30208,311,0,2657
41,45,52,30211,345,0,2548
61,36,43,30201,369,0,2449
80,30,33,30214,401,0,2369
97,22,24,30219,426,0,2269
113,16,15,30222,459,0,2175
134,8,6,30226,485,0,2091
150,0,0,30235,522,0,1996
169,0,0,30225,568,0,1916
175,0,0,30231,586,0,1956
157,10,57,30233,547,0,2188
139,31,128,30235,513,0,2436
126,49,202,30233,481,0,2679
116,72,274,30232,461,0,2931
106,90,341,30238,431,0,3150
90,111,416,30246,402,0,3409
81,134,487,30226,382,0,3656
70,154,562,30236,358,2,3905
60,173,636,30238,330,4,4160
56,196,704,30242,313,6,4402
61,196,709,30250,303,6,4375
81,170,654,30252,274,4,4129
91,151,606,30269,250,3,3882
102,132,551,30279,234,7,3638
115,106,495,30294,225,9,3388
128,90,453,30284,204,12,3161
142,69,401,30316,183,16,2921
154,48,347,30313,176,19,2672
167,28,294,30336,156,23,2433
180,9,245,30337,151,28,2189
190,0,200,30347,158,30,1972
182,0,189,30402,157,31,1892
163,0,164,30483,196,28,1865
143,0,157,30549,244,26,1851
127,0,150,30628,290,31,1830
109,0,148,30697,334,35,1812
97,0,147,30777,381,37,1793
78,0,149,30854,433,37,1779
65,0,144,30931,489,47,1761
45,0,144,31009,542,54,1739
32,0,144,31084,599,56,1719
32,0,154,31150,655,64,1730
41,0,147,31155,619,56,1705
65,0,163,31137,575,49,1667
91,0,173,31124,538,40,1630
124,0,187,31099,516,29,1602
145,0,197,31089,473,22,1569
172,0,210,31085,446,16,1541
199,0,222,31061,414,8,1506
226,0,235,31045,379,0,1472
254,0,256,31035,336,0,1438
285,0,285,31018,313,0,1401
317,0,315,30992,312,0,1377
291,0,285,31059,305,0,1292
267,0,251,31105,325,0,1205
252,0,222,31159,340,6,1126
234,0,193,31210,347,9,1051
216,0,160,31273,360,10,972
197,0,128,31326,376,17,892
181,0,96,31382,386,26,809
160,0,67,31432,397,32,733
142,0,33,31487,416,44,654
130,0,6,31548,442,48,586
119,0,0,31583,461,52,543
144,0,77,31575,419,48,690
176,0,185,31560,372,44,863
203,0,295,31544,336,33,1032
230,0,388,31528,300,27,1196
258,0,499,31520,261,22,1366
286,0,607,31496,232,17,1540
318,0,713,31479,194,14,1715
347,0,824,31471,161,6,1890
375,0,921,31460,128,5,2051
411,0,1030,31449,108,4,2229
417,0,1097,31417,115,3,2387
371,0,1174,31334,122,2,2578
332,0,1258,31234,147,0,2795
292,0,1346,31155,184,7,3002
254,0,1426,31083,212,9,3202
210,0,1515,31000,236,20,3416
168,0,1605,30910,274,26,3635
126,0,1695,30827,305,32,3838
85,0,1795,30744,337,37,4054
47,0,1873,30663,374,44,4248
7,0,1965,30586,415,53,4476
0,0,1963,30579,412,53,4491
21,0,1827,30671,389,44,4278
45,0,1698,30737,363,39,4080
68,0,1579,30809,351,37,3883
94,0,1454,30880,337,42,3682
116,0,1325,30980,322,43,3469
141,0,1203,31038,315,36,3277
168,0,1076,31127,299,44,3069
190,0,966,31208,285,46,2877
212,0,836,31275,281,50,2683
240,0,724,31358,289,52,2490
233,0,696,31297,290,50,2397
205,0,696,31170,309,46,2304
180,0,707,31038,330,39,2210
158,0,718,30926,349,39,2131
132,4,730,30803,383,32,2044
110,8,742,30677,412,26,1969
85,12,758,30547,428,29,1882
60,16,771,30418,459,27,1793
37,18,782,30307,494,22,1720
15,22,800,30177,524,28,1627
0,24,827,30057,562,30,1563
12,22,765,30165,540,29,1510
45,18,712,30301,501,22,1467
83,16,666,30430,478,20,1432
125,12,622,30575,440,19,1385
166,8,576,30720,415,12,1338
205,6,517,30866,381,10,1300
245,2,470,31014,355,10,1260
291,0,421,31151,322,9,1213
329,0,372,31277,302,12,1180
369,0,339,31430,274,15,1138
415,0,320,31586,266,18,1129
369,0,373,31500,270,15,1212
339,0,427,31414,282,12,1309
311,0,484,31355,278,8,1400
275,0,541,31268,290,2,1497
248,0,602,31194,295,0,1605
219,0,663,31118,309,0,1704
193,0,720,31042,330,0,1801
166,0,772,30962,346,0,1889
136,0,831,30885,355,0,1993
113,0,899,30808,381,0,2098
109,0,951,30743,401,0,2194
98,0,866,30766,374,0,2284
87,0,781,30787,361,0,2375
74,0,690,30809,353,0,2468
68,0,596,30844,350,3,2572
49,0,513,30858,346,8,2671
38,0,421,30898,338,11,2774
26,0,334,30909,335,19,2873
18,0,251,30927,341,26,2965
6,0,163,30965,339,30,3066
0,0,76,30981,352,33,3168
0,0,30,30963,352,36,3287
0,0,155,30844,315,32,3415
0,0,264,30748,292,30,3537
0,0,380,30629,267,28,3677
0,0,501,30514,257,25,3813
0,0,622,30416,238,21,3948
0,3,737,30302,218,19,4090
0,5,848,30185,206,14,4224
0,7,974,30072,194,18,4361
0,9,1090,29977,190,20,4505
0,12,1212,29867,203,21,4643
0,12,1210,29843,212,21,4635
0,9,1100,29923,219,20,4470
11,8,975,30006,232,17,4292
20,6,850,30075,255,13,4116
30,3,731,30166,269,10,3942
41,0,616,30252,292,8,3765
50,0,497,30332,308,8,3590
60,0,388,30408,331,6,3424
70,0,271,30489,357,8,3260
82,0,158,30577,384,9,3083
92,0,33,30658,416,10,2916
90,0,60,30719,403,10,2788
79,0,119,30781,386,9,2728
68,1,179,30824,373,7,2657
58,7,241,30897,363,5,2589
47,10,303,30958,361,3,2515
38,17,368,31007,360,0,2457
27,20,424,31054,357,0,2382
19,26,488,31124,360,0,2309
8,30,555,31165,358,0,2241
0,34,618,31236,365,2,2180
0,40,674,31286,391,3,2112
0,38,633,31302,412,5,2050
0,31,568,31286,422,9,1992
0,27,507,31279,446,14,1937
6,22,446,31261,467,19,1884
14,18,384,31260,495,26,1815
18,14,329,31247,513,31,1766
21,8,279,31244,538,41,1718
27,3,225,31225,565,50,1659
38,0,167,31224,587,55,1618
44,0,114,31218,620,65,1563
51,0,100,31216,662,72,1549
44,0,89,31228,610,70,1689
39,0,105,31239,573,64,1878
29,0,135,31235,534,61,2074
22,0,163,31274,506,57,2262
18,0,194,31282,474,53,2455
14,0,220,31283,452,53,2624
6,0,249,31315,422,49,2814
2,0,277,31326,399,41,3018
0,0,308,31333,362,45,3201
0,0,348,31352,360,45,3392
0,0,375,31368,355,48,3528
0,0,384,31363,334,43,3429
0,0,397,31356,314,38,3347
0,0,411,31340,302,32,3277
0,0,435,31335,294,30,3190
0,0,450,31329,292,28,3123
0,0,463,31332,285,25,3044
0,0,476,31307,278,22,2969
0,0,490,31301,278,21,2889
0,0,507,31290,276,18,2803
0,0,540,31287,291,21,2732
0,0,552,31293,304,22,2665
0,0,497,31284,296,20,2542
0,0,453,31286,306,17,2420
0,0,423,31280,320,18,2311
0,0,383,31281,330,21,2198
0,0,350,31268,342,22,2092
0,0,321,31275,351,23,1989
0,0,286,31276,364,22,1883
0,0,259,31279,372,26,1756
0,0,230,31293,400,30,1645
0,0,200,31278,425,35,1553
1,0,195,31278,430,36,1533
37,0,172,31260,417,31,1533
85,0,150,31260,422,29,1538
124,0,127,31238,420,28,1539
169,0,104,31226,418,29,1541
209,0,82,31220,418,29,1547
257,0,58,31213,423,29,1553
301,0,35,31211,422,29,1548
341,0,14,31200,445,32,1564
389,0,0,31192,447,32,1566
434,0,0,31180,464,38,1574
417,0,0,31140,460,37,1634
375,0,5,31110,420,33,1757
332,0,21,31059,386,28,1883
289,0,37,31011,353,20,2009
243,0,55,30969,325,20,2132
196,0,70,30927,297,21,2257
155,0,85,30886,268,19,2375
116,0,101,30842,242,18,2500
69,0,116,30793,216,21,2632
24,0,132,30741,195,30,2758
0,0,149,30710,181,34,2871
16,0,140,30682,173,31,2856
66,0,122,30667,163,26,2806
121,0,107,30659,149,17,2763
176,0,92,30631,146,10,2720
224,0,77,30623,141,8,2687
283,0,61,30606,138,11,2646
336,0,45,30585,136,8,2606
394,0,27,30573,135,9,2565
444,0,12,30545,138,10,2534
495,0,0,30537,141,11,2500
551,0,0,30526,147,12,2474
505,0,90,30576,147,11,2598
455,0,265,30639,146,11,2756
398,0,437,30698,148,11,2905
345,0,616,30761,140,19,3061
290,0,780,30827,143,20,3212
236,0,953,30886,140,18,3358
179,0,1126,30939,140,30,3520
126,0,1305,31009,146,35,3681
70,0,1475,31075,152,38,3841
22,0,1633,31121,157,46,3989
0,0,1797,31166,167,49,4133
0,0,1763,31047,187,44,3969
5,0,1776,30926,225,36,3819
16,0,1792,30795,267,29,3665
23,0,1808,30674,303,22,3531
32,0,1825,30541,352,12,3379
42,0,1839,30420,392,9,3239
52,0,1854,30300,442,7,3081
61,0,1873,30166,480,2,2928
74,0,1885,30051,522,4,2776
83,0,1901,29930,565,8,2640
87,0,1912,29871,604,10,2500
78,0,1813,30031,586,7,2336
66,0,1723,30203,578,3,2187
56,0,1639,30359,562,0,2030
48,0,1560,30509,558,0,1890
38,0,1471,30665,554,0,1737
29,0,1384,30822,545,0,1581
20,0,1294,30979,541,3,1429
10,0,1205,31140,545,5,1283
1,0,1128,31286,545,7,1150
0,0,1050,31438,542,7,1015
7,0,1022,31521,533,9,970
82,0,956,31442,487,9,997
161,0,881,31383,452,15,1019
236,6,828,31322,414,23,1050
317,9,763,31267,381,27,1075
399,16,711,31195,351,36,1110
479,19,647,31134,317,42,1151
561,25,589,31062,291,52,1181
640,32,529,31001,257,62,1218
720,40,473,30936,235,70,1253
798,45,420,30883,223,77,1292
781,44,389,30834,214,75,1362
700,38,346,30812,207,66,1464
620,31,299,30786,215,60,1577
547,23,259,30763,220,54,1676
468,19,212,30738,232,50,1788
385,14,170,30708,243,44,1895
303,8,124,30684,251,37,2003
225,4,84,30650,272,34,2125
149,0,51,30624,292,30,2216
69,0,20,30595,315,20,2337
0,0,0,30571,344,25,2445
0,0,28,30596,343,22,2492
0,0,114,30651,342,20,2507
0,0,206,30687,347,19,2517
0,0,289,30732,356,15,2528
0,0,377,30787,366,13,2547
0,0,467,30818,368,14,2561
0,0,559,30862,383,15,2569
0,0,649,30913,387,10,2588
0,0,730,30946,402,12,2596
0,0,819,30988,430,16,2615
0,0,910,31045,468,18,2654
0,0,879,31061,436,16,2534
0,0,848,31090,410,13,2396
0,0,817,31115,382,12,2271
0,0,783,31143,352,12,2135
0,0,755,31170,328,16,2000
0,0,723,31187,309,29,1862
0,0,694,31221,284,31,1723
0,0,662,31246,257,32,1599
0,0,632,31270,233,36,1466
0,0,601,31293,215,39,1323
0,0,599,31300,217,44,1224
0,0,565,31269,208,37,1355
0,0,541,31230,190,33,1512
2,3,521,31192,189,28,1663
7,8,502,31163,196,30,1816
14,14,482,31123,196,25,1972
19,19,466,31066,196,15,2133
24,22,445,31017,202,15,2295
29,27,426,30996,204,19,2430
35,31,403,30953,204,21,2594
40,38,386,30904,207,25,2751
44,40,364,30880,217,28,2828
49,34,321,30840,218,24,2739
54,30,287,30824,248,20,2678
58,26,248,30783,281,17,2596
68,20,208,30761,326,14,2510
69,16,168,30737,351,13,2441
74,10,131,30707,376,12,2355
79,6,96,30677,425,10,2288
84,1,63,30660,454,9,2211
89,0,29,30625,497,11,2137
94,0,7,30597,538,13,2060
93,0,18,30575,551,15,2041
82,0,52,30564,501,12,2066
71,0,97,30565,452,9,2091
61,0,144,30551,406,9,2120
50,0,191,30546,355,11,2147
40,0,238,30540,305,15,2180
29,0,282,30521,264,16,2200
20,0,326,30521,222,22,2226
12,0,374,30510,184,27,2256
0,0,420,30503,140,30,2282
0,0,467,30496,119,37,2323
0,0,458,30547,115,38,2269
0,0,441,30642,101,33,2182
0,0,426,30748,104,31,2092
0,0,409,30827,104,32,1996
1,0,391,30942,111,28,1901
5,0,379,31039,117,24,1807
7,0,361,31121,120,25,1720
12,0,348,31200,129,25,1637
16,0,327,31317,131,26,1541
19,0,317,31414,147,28,1462
22,0,327,31521,158,32,1389
20,0,310,31544,163,31,1407
17,0,303,31566,177,26,1469
15,0,309,31576,197,22,1547
15,0,316,31596,221,20,1621
14,0,319,31615,247,20,1695
17,0,328,31620,270,16,1787
19,0,339,31641,300,14,1856
21,0,336,31660,331,10,1930
26,0,343,31668,366,9,2005
31,0,352,31684,405,9,2081
37,0,380,31701,435,10,2176
34,0,351,31652,419,5,2151
34,0,350,31616,415,0,2122
42,0,354,31551,411,0,2088
50,0,357,31503,404,5,2064
56,0,363,31445,413,19,2038
62,0,372,31390,411,26,2013
66,0,375,31338,415,31,1976
78,0,385,31297,425,38,1950
90,0,389,31233,429,50,1926
100,0,402,31174,441,57,1904
111,0,437,31140,463,63,1894
100,0,396,31129,441,57,1892
95,0,358,31124,414,49,1910
96,0,321,31121,402,37,1916
90,0,285,31118,404,30,1936
92,0,251,31122,407,25,1947
91,0,217,31109,408,17,1960
92,0,185,31111,396,1,1979
90,0,154,31106,398,0,1992
91,0,119,31102,394,0,2009
95,0,100,31096,404,0,2026
104,0,101,31095,405,0,2032
91,0,91,31034,409,0,1904
85,0,78,30984,410,0,1767
83,0,70,30943,422,0,1633
78,0,61,30898,441,0,1504
76,0,53,30840,445,0,1368
77,0,47,30798,452,1,1252
73,0,42,30747,464,7,1125
73,0,35,30702,474,8,995
72,0,33,30667,493,9,865
76,0,39,30613,514,9,724
78,0,40,30612,519,10,684
68,0,40,30718,505,9,754
59,0,56,30791,476,8,827
50,0,71,30889,476,7,917
42,0,85,30971,466,2,986
35,0,100,31062,460,0,1055
26,0,115,31164,455,0,1134
17,0,132,31252,453,0,1212
7,0,150,31347,439,0,1293
0,0,170,31435,443,0,1367
0,0,191,31529,457,0,1454
0,0,189,31574,453,0,1559
0,0,169,31582,458,0,1692
0,0,149,31577,475,0,1826
0,0,127,31581,499,0,1965
0,0,107,31591,517,0,2110
0,0,89,31596,530,0,2233
0,0,70,31607,547,0,2372
0,0,46,31607,569,2,2514
0,0,25,31609,582,4,2651
0,0,5,31616,615,6,2793
0,0,0,31614,643,8,2922
0,0,47,31587,624,7,2898
0,0,145,31543,597,5,2806
0,0,247,31492,573,3,2728
0,0,345,31450,551,0,2643
0,0,450,31412,538,1,2561
0,0,537,31373,518,5,2483
0,0,638,31315,500,7,2404
0,0,739,31298,485,12,2320
0,0,836,31248,481,16,2236
0,0,939,31193,455,21,2150
0,0,1028,31158,471,23,2097
0,0,965,31170,455,22,2055
0,0,871,31173,429,16,2019
0,0,783,31189,395,12,1994
0,0,695,31232,372,8,1969
0,0,615,31244,348,6,1940
0,0,534,31271,326,3,1913
0,0,448,31283,303,0,1882
0,0,366,31309,283,0,1859
0,0,279,31335,259,0,1828
0,0,194,31345,244,0,1808
0,0,122,31377,249,0,1804
0,0,125,31342,245,0,1771
0,2,169,31314,258,0,1785
0,8,219,31282,275,0,1801
0,15,257,31260,297,0,1816
0,20,301,31244,325,0,1829
0,27,341,31220,351,0,1842
0,30,385,31191,377,0,1849
0,38,427,31172,410,2,1868
0,43,474,31136,434,7,1886
0,50,523,31112,465,7,1891
0,51,559,31095,484,8,1907
44,49,496,31069,430,7,1822
92,40,444,31054,383,5,1738
146,34,388,31021,327,0,1669
194,30,337,31008,274,0,1599
245,21,277,30986,229,0,1520
291,18,223,30959,182,0,1447
344,11,168,30928,133,0,1372
395,7,109,30915,95,0,1300
443,0,56,30892,56,0,1227
493,0,13,30866,35,0,1164
509,0,9,30866,44,0,1156
459,0,12,30850,62,0,1221
408,0,16,30817,88,0,1295
358,0,22,30796,114,0,1357
312,0,32,30776,132,0,1426
253,0,41,30764,158,0,1494
213,0,51,30744,188,0,1577
162,0,66,30720,210,0,1638
115,0,74,30711,243,0,1716
72,0,86,30682,273,0,1783
25,0,98,30680,307,0,1863
14,0,99,30699,308,0,1853
12,0,128,30772,312,0,1738
9,0,147,30838,345,0,1637
11,0,179,30923,379,0,1542
13,0,204,30998,412,0,1433
15,0,230,31072,447,2,1333
20,0,260,31158,493,7,1229
23,0,291,31231,528,8,1126
29,0,328,31302,569,9,1031
35,0,362,31374,605,10,936
40,0,409,31463,651,11,836
49,0,455,31443,639,11,894
100,0,621,31390,608,11,1084
154,0,781,31357,577,10,1283
201,0,922,31313,547,10,1467
261,0,1086,31256,517,9,1657
315,0,1246,31210,487,2,1862
372,0,1406,31155,461,9,2055
425,0,1556,31122,440,13,2254
479,0,1706,31072,414,16,2433
541,0,1867,31023,390,18,2627
598,0,2034,30986,404,23,2829
585,0,1904,30968,406,18,2866
560,0,1701,30967,419,16,2880
536,0,1523,30974,461,13,2888
505,0,1320,30991,511,9,2894
487,0,1122,30996,549,3,2910
464,0,920,30988,595,0,2930
436,0,712,31002,641,0,2935
410,0,523,30999,688,0,2948
399,0,343,31002,724,0,2957
369,0,138,31018,768,0,2977
369,0,0,31031,846,0,3013
331,0,5,30973,798,0,2830
296,0,28,30929,751,0,2666
258,0,54,30895,716,0,2505
223,0,79,30850,676,0,2337
195,0,107,30809,638,0,2161
154,0,137,30769,592,0,1994
120,0,166,30729,557,0,1828
84,0,194,30702,522,0,1666
48,0,224,30662,473,0,1499
16,0,254,30614,446,0,1326
0,0,276,30602,433,0,1199
20,0,330,30653,413,0,1241
50,0,394,30701,385,0,1306
78,0,448,30750,357,0,1361
111,0,510,30807,338,0,1420
141,0,572,30860,315,3,1476
173,0,634,30926,295,6,1551
204,0,702,30975,268,9,1619
230,0,756,31034,249,14,1676
261,0,826,31094,238,18,1740
293,0,894,31151,218,21,1809
304,0,932,31182,205,24,1846
275,0,930,31188,183,19,1853
257,0,953,31191,167,17,1856
234,0,980,31191,156,12,1866
215,0,1004,31189,151,11,1876
192,0,1027,31187,139,11,1873
167,0,1050,31198,131,7,1878
149,0,1075,31192,123,8,1887
129,0,1101,31212,117,12,1898
104,0,1126,31205,116,16,1910
90,0,1150,31201,116,16,1932
90,0,1197,31251,123,17,1935
87,0,1227,31345,153,14,1861
99,0,1258,31433,186,18,1789
118,0,1289,31523,243,21,1723
133,0,1317,31623,292,26,1651
157,0,1342,31719,351,31,1580
180,0,1372,31821,407,37,1510
193,0,1398,31900,453,43,1439
210,0,1431,32001,514,48,1372
236,0,1464,32104,577,53,1306
261,0,1497,32187,633,63,1234
251,0,1437,32168,621,59,1190
223,0,1341,32089,617,47,1179
190,0,1238,32005,592,39,1197
167,0,1135,31908,566,33,1200
140,0,1035,31830,565,26,1215
106,0,932,31742,549,21,1212
79,0,850,31667,536,16,1219
54,0,751,31578,526,9,1225
25,0,657,31487,525,4,1255
7,0,555,31412,526,0,1265
0,0,467,31320,540,0,1286
0,34,435,31296,506,0,1488
4,88,391,31315,466,0,1737
16,148,339,31309,436,0,2002
23,207,294,31310,404,4,2277
34,265,244,31315,373,15,2546
43,325,196,31319,341,27,2817
54,378,152,31323,306,35,3064
63,438,104,31320,282,47,3341
75,497,63,31326,255,61,3619
87,556,20,31326,231,69,3891
97,612,0,31338,244,80,4164
115,561,21,31264,251,75,4136
137,501,88,31204,287,71,4098
157,443,160,31152,333,68,4075
178,384,233,31082,401,65,4040
198,325,318,31032,460,60,4003
218,265,402,30961,513,67,3969
238,211,474,30909,580,68,3951
260,153,555,30854,637,62,3921
278,94,646,30778,691,61,3883
299,34,725,30724,766,61,3865
310,0,790,30686,806,63,3841
285,0,847,30698,746,56,3667
291,16,923,30742,711,50,3511
280,36,1000,30776,672,44,3348
279,55,1088,30807,634,34,3189
284,70,1166,30837,592,23,3039
284,95,1238,30861,566,20,2892
282,106,1336,30890,527,17,2726
281,126,1416,30923,504,13,2574
282,148,1508,30957,466,12,2409
282,165,1609,30994,452,11,2264
295,176,1644,31008,452,9,2192
327,161,1490,30984,447,7,2290
367,143,1349,30972,447,7,2403
404,126,1200,30950,454,7,2516
445,107,1060,30910,462,6,2629
484,95,923,30902,473,5,2742
514,79,780,30885,481,5,2834
556,63,634,30869,499,11,2947
595,46,498,30848,508,11,3056
631,30,348,30821,517,11,3170
680,21,202,30802,539,10,3290
673,18,183,30818,539,12,3351
605,17,185,30854,516,17,3349
537,12,200,30911,508,20,3361
468,9,209,30951,505,30,3381
393,8,220,31005,505,33,3387
338,6,233,31046,502,45,3398
264,1,244,31095,500,52,3406
197,0,254,31141,498,63,3424
125,0,265,31193,504,77,3431
59,0,278,31247,498,83,3449
3,0,303,31297,518,103,3464
0,0,311,31271,525,99,3366
0,0,353,31206,537,82,3165
0,0,396,31133,534,71,2956
0,0,436,31068,541,54,2757
0,0,481,31002,535,46,2553
0,0,529,30940,547,36,2370
0,0,564,30863,556,26,2168
0,0,607,30802,562,17,1964
0,0,650,30724,573,8,1761
0,0,694,30656,582,10,1563
0,0,733,30607,597,10,1380
0,0,698,30685,577,10,1418
0,0,670,30799,544,10,1576
0,0,647,30930,508,8,1732
4,0,617,31058,477,6,1892
8,0,597,31179,453,3,2044
15,0,575,31293,424,3,2213
18,0,554,31423,390,6,2370
23,0,526,31541,369,9,2532
28,0,504,31672,333,14,2685
32,0,481,31801,311,20,2871
37,0,494,31910,297,23,3043
32,0,485,31730,279,20,2925
29,0,475,31533,265,14,2773
23,3,472,31306,250,10,2621
19,9,469,31119,246,7,2481
16,14,464,30926,237,6,2338
9,20,458,30718,231,8,2204
5,25,461,30511,227,9,2047
0,29,464,30299,223,10,1903
0,32,457,30098,216,12,1751
0,40,451,29907,219,14,1625
0,45,472,29729,236,17,1520
0,40,426,29881,245,14,1466
0,32,376,30033,250,17,1426
0,27,328,30187,257,28,1388
0,23,282,30337,269,42,1356
0,18,233,30496,286,55,1315
0,14,184,30647,306,64,1284
0,7,134,30797,343,76,1244
0,3,85,30954,357,93,1202
0,0,43,31103,389,110,1170
0,0,7,31245,409,128,1127
0,0,0,31353,431,134,1137
0,0,0,31280,427,120,1155
0,0,0,31217,425,101,1184
0,0,0,31148,445,87,1215
0,0,3,31093,454,79,1240
0,0,7,31048,463,64,1271
0,0,12,30973,471,56,1292
0,0,16,30929,479,40,1316
0,0,22,30866,487,33,1345
0,0,28,30801,504,15,1366
0,0,34,30744,513,11,1402
0,0,39,30708,506,10,1438
0,0,90,30727,455,10,1507
0,0,141,30730,406,9,1576
0,5,196,30724,353,8,1658
0,8,242,30736,303,7,1720
0,14,290,30744,252,0,1791
0,18,348,30740,204,0,1867
0,22,399,30753,156,0,1939
0,28,458,30754,112,0,2012
0,31,515,30764,74,0,2089
0,36,574,30772,53,0,2159
19,38,567,30811,63,0,2233
94,35,509,30883,132,0,2359
182,37,454,30924,193,0,2494
261,39,406,30983,262,3,2605
354,40,349,31045,332,8,2736
444,44,292,31086,401,9,2859
530,48,236,31141,469,10,2978
620,50,183,31206,541,17,3104
704,53,129,31261,612,19,3223
795,57,76,31326,683,20,3360
878,62,25,31371,759,29,3489
835,58,35,31389,751,22,3395
747,52,80,31379,740,21,3256
656,42,129,31396,722,19,3118
569,36,179,31390,723,15,2986
484,30,233,31392,724,10,2854
398,22,287,31388,719,13,2717
307,16,343,31393,710,14,2581
219,8,404,31396,709,8,2450
139,4,452,31393,700,9,2327
54,0,511,31389,707,9,2186
0,0,568,31393,705,10,2089
0,0,551,31423,650,10,2158
10,0,594,31435,602,10,2283
20,0,638,31449,581,10,2402
34,1,685,31483,546,13,2539
44,6,724,31502,509,17,2651
56,9,767,31527,476,19,2780
70,13,803,31547,443,22,2915
83,17,850,31561,413,26,3046
93,19,887,31578,388,28,3165
107,22,944,31613,353,33,3298
119,24,990,31616,368,34,3422
107,20,884,31516,350,32,3448
91,19,787,31403,354,27,3467
80,15,695,31322,352,23,3484
68,11,587,31217,356,17,3513
55,8,494,31116,363,8,3534
43,5,392,31007,354,6,3554
29,1,294,30896,363,0,3575
20,0,200,30809,366,0,3603
7,0,92,30711,364,0,3616
0,0,8,30604,379,0,3645
0,0,0,30530,405,0,3647
0,8,0,30532,443,0,3524
0,22,10,30555,517,0,3418
0,36,26,30576,579,8,3303
0,52,45,30585,656,11,3186
0,68,66,30603,733,16,3067
0,82,90,30624,812,22,2957
0,99,115,30625,893,27,2841
0,113,131,30653,967,30,2745
0,129,152,30663,1045,38,2629
0,145,173,30679,1116,45,2523
18,146,175,30697,1129,47,2468
121,133,155,30759,1045,40,2524
215,117,135,30788,974,32,2559
328,103,117,30838,892,27,2598
436,86,95,30903,811,21,2649
550,70,69,30950,724,17,2698
662,54,52,30991,650,11,2746
763,40,31,31032,570,8,2793
869,25,12,31091,504,2,2849
985,9,0,31134,431,0,2888
1091,0,0,31186,379,0,2948
1075,0,0,31210,358,0,2871
972,0,19,31232,382,0,2647
862,0,47,31267,408,0,2404
752,0,73,31278,449,0,2165
642,0,100,31299,486,0,1923
533,0,127,31317,520,3,1680
417,0,154,31338,557,7,1443
314,0,178,31357,591,9,1220
207,0,206,31374,630,10,983
98,0,234,31394,673,13,751
5,0,259,31412,719,16,517
0,0,253,31417,701,13,544
0,0,263,31407,675,11,638
0,0,284,31401,656,10,750
4,0,303,31399,638,8,862
8,0,326,31384,624,7,969
14,0,344,31380,603,8,1085
19,0,362,31370,593,8,1184
21,0,382,31361,575,10,1293
26,0,399,31356,560,12,1404
31,0,423,31346,545,14,1521
37,0,463,31345,555,18,1633
62,2,420,31355,513,17,1617
117,17,374,31370,498,15,1621
181,31,331,31389,481,13,1620
247,46,281,31406,474,14,1620
312,61,237,31410,460,16,1623
364,78,192,31430,462,22,1629
426,94,144,31447,441,28,1642
490,107,98,31462,434,29,1638
555,123,54,31473,429,31,1652
622,139,10,31496,431,35,1658
675,154,0,31500,444,39,1672
643,139,56,31481,418,34,1583
616,123,159,31467,394,30,1486
587,105,267,31448,377,26,1391
557,91,375,31437,357,22,1305
531,77,483,31415,349,9,1213
507,61,588,31392,324,2,1141
477,45,697,31372,312,0,1043
450,30,805,31356,295,2,954
427,15,918,31338,281,7,863
398,0,1025,31328,277,8,796
396,0,1087,31323,267,8,749
415,0,1023,31396,251,7,732
439,0,950,31487,236,5,720
454,0,874,31557,232,0,733
481,0,803,31647,225,0,732
497,0,727,31721,228,0,732
518,0,658,31805,233,0,734
538,0,586,31892,228,2,738
564,0,512,31960,234,7,737
587,0,441,32053,244,12,743
606,0,373,32135,255,18,750
615,0,364,32152,256,18,807
551,0,398,32086,243,16,955
491,1,438,32001,238,8,1116
431,7,489,31930,238,3,1270
369,13,543,31850,236,0,1437
309,19,597,31760,249,0,1588
250,22,648,31704,258,0,1732
194,28,702,31642,275,0,1900
130,33,757,31553,292,0,2058
68,39,814,31474,302,0,2220
10,45,871,31396,315,0,2386
0,45,922,31363,304,0,2489
